Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality, Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1TP_090084_20150408_20170410_01_T1,LC80900842015098LGN01,2015/04/08,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/10,2015:098:23:49:24.4190860,2015:098:23:49:56.1890830,LGN,DAY,21.44,21.9,512,4,5.013,3.486,3.603,9,LPGS_2.7.0,37.61152398,43.23915687,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150408232000_20150409000035.01,LT8BPF20150408231606_20150409000239.01,LC08CPF_20150401_20150630_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.34"S,149°51'25.20"E,33°33'18.79"S,149°04'59.41"E,33°56'49.99"S,151°06'50.76"E,35°16'01.06"S,148°34'45.01"E,35°39'57.38"S,150°39'07.13"E,-34.61065,149.857,-33.55522,149.08317,-33.94722,151.1141,-35.26696,148.57917,-35.66594,150.65198,LC08_L1TP_090084_20150408_20170410_01_T1,LC80900842015098LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015098LGN01
LC08_L1GT_090084_20150323_20170411_01_T2,LC80900842015082LGN01,2015/03/23,T2,1, 090, 084, 090, 084,NADIR,0,2017/04/11,2015:082:23:49:34.1923170,2015:082:23:50:05.9623140,LGN,DAY,30.06,31.92,-1,4,0,0,0,9,LPGS_2.7.0,41.88952904,49.21189677,ACTUAL,OLI_TIRS_L1GT,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150323232010_20150324000245.01,LT8BPF20150323231616_20150324000338.06,LC08CPF_20150302_20150331_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.88"S,149°51'22.61"E,33°33'19.15"S,149°04'57.00"E,33°56'50.71"S,151°06'48.49"E,35°16'01.52"S,148°34'42.38"E,35°39'58.14"S,150°39'04.57"E,-34.6108,149.85628,-33.55532,149.0825,-33.94742,151.11347,-35.26709,148.57844,-35.66615,150.65127,LC08_L1GT_090084_20150323_20170411_01_T2,LC80900842015082LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015082LGN01
LC08_L1TP_090084_20150307_20170412_01_T1,LC80900842015066LGN01,2015/03/07,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/12,2015:066:23:49:43.2476560,2015:066:23:50:15.0176520,LGN,DAY,9.63,11.59,552,4,5.335,3.538,3.994,9,LPGS_2.7.0,45.95429377,56.0724419,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150307232043_20150308000431.01,LT8BPF20150307231650_20150308000524.06,LC08CPF_20150302_20150331_01.01,LC08RLUT_20150303_20431231_01_12.h5,34°36'38.77"S,149°51'12.20"E,33°33'18.97"S,149°04'46.67"E,33°56'51.00"S,151°06'38.45"E,35°16'01.24"S,148°34'31.69"E,35°39'58.32"S,150°38'54.20"E,-34.61077,149.85339,-33.55527,149.07963,-33.9475,151.11068,-35.26701,148.57547,-35.6662,150.64839,LC08_L1TP_090084_20150307_20170412_01_T1,LC80900842015066LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015066LGN01
LC08_L1TP_090084_20150219_20170412_01_T1,LC80900842015050LGN02,2015/02/19,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/12,2015:050:23:49:50.8070150,2015:050:23:50:22.5770120,LGN,DAY,65.12,65.92,437,4,6.356,3.958,4.973,9,LPGS_2.7.0,49.66580027,63.19453934,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150219232050_20150220000437.02,LT8BPF20150201000000_20150228235959.02,LC08CPF_20150101_20150302_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'37.87"S,149°51'08.64"E,33°33'17.96"S,149°04'43.00"E,33°56'50.50"S,151°06'35.39"E,35°15'59.76"S,148°34'27.37"E,35°39'57.42"S,150°38'50.53"E,-34.61052,149.8524,-33.55499,149.07861,-33.94736,151.10983,-35.2666,148.57427,-35.66595,150.64737,LC08_L1TP_090084_20150219_20170412_01_T1,LC80900842015050LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015050LGN02
LC08_L1TP_090084_20150203_20170413_01_T1,LC80900842015034LGN01,2015/02/03,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/13,2015:034:23:49:58.1570390,2015:034:23:50:29.9270350,LGN,DAY,66.28,66.73,120,4,6.555,4.684,4.586,9,LPGS_2.7.0,52.99863422,69.73698237,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150203232058_20150204000533.01,LT8BPF20150201000000_20150228235959.02,LC08CPF_20150101_20150302_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'38.84"S,149°50'49.49"E,33°33'18.86"S,149°04'24.74"E,33°56'51.65"S,151°06'16.13"E,35°16'00.84"S,148°34'08.62"E,35°39'58.68"S,150°38'30.80"E,-34.61079,149.84708,-33.55524,149.07354,-33.94768,151.10448,-35.2669,148.56906,-35.6663,150.64189,LC08_L1TP_090084_20150203_20170413_01_T1,LC80900842015034LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015034LGN01
LC08_L1TP_090084_20150118_20170413_01_T1,LC80900842015018LGN01,2015/01/18,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/13,2015:018:23:50:01.7600910,2015:018:23:50:33.5300870,LGN,DAY,73.2,74.66,74,4,7.357,4.682,5.675,9,LPGS_2.7.0,55.95942754,74.72481407,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15921,15821,7961,7911,7961,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150118232213_20150119000424.01,LT8BPF20150106000000_20150131235959.03,LC08CPF_20150101_20150302_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'39.49"S,149°51'09.25"E,33°33'19.19"S,149°04'44.44"E,33°56'52.48"S,151°06'36.18"E,35°16'00.98"S,148°34'27.80"E,35°39'59.40"S,150°38'50.32"E,-34.61097,149.85257,-33.55533,149.07901,-33.94791,151.11005,-35.26694,148.57439,-35.6665,150.64731,LC08_L1TP_090084_20150118_20170413_01_T1,LC80900842015018LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015018LGN01
LC08_L1TP_090084_20150102_20170415_01_T1,LC80900842015002LGN01,2015/01/02,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/15,2015:002:23:50:04.0814030,2015:002:23:50:35.8513990,LGN,DAY,.21,.29,705,4,5.756,3.059,4.876,9,LPGS_2.7.0,58.47863076,77.16885262,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20150102232239_20150103001026.01,LT8BPF20141222180001_20150106000000.02,LC08CPF_20150101_20150302_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'37.84"S,149°51'33.41"E,33°33'17.53"S,149°05'08.84"E,33°56'51.18"S,151°07'00.66"E,35°15'59.18"S,148°34'51.78"E,35°39'58.00"S,150°39'14.36"E,-34.61051,149.85928,-33.55487,149.08579,-33.94755,151.11685,-35.26644,148.58105,-35.66611,150.65399,LC08_L1TP_090084_20150102_20170415_01_T1,LC80900842015002LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842015002LGN01
LC08_L1TP_090084_20141217_20180203_01_T1,LC80900842014351LGN02,2014/12/17,T1,1, 090, 084, 090, 084,NADIR,-.001,2018/02/03,2014:351:23:50:09.3514610,2014:351:23:50:41.1214580,LGN,DAY,24.52,26.38,319,4,6.238,3.796,4.95,9,LPGS_13.0.0,60.30363835,76.28154635,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20141217232507_20141218001056.01,LT8BPF20141217232113_20141218001149.01,LC08CPF_20141209_20141219_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'38.81"S,149°50'57.05"E,33°33'18.25"S,149°04'32.88"E,33°56'52.08"S,151°06'24.12"E,35°16'00.12"S,148°34'15.49"E,35°39'59.04"S,150°38'37.46"E,-34.61078,149.84918,-33.55507,149.0758,-33.9478,151.1067,-35.2667,148.57097,-35.6664,150.64374,LC08_L1TP_090084_20141217_20180203_01_T1,LC80900842014351LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014351LGN02
LC08_L1TP_090084_20141201_20170416_01_T1,LC80900842014335LGN01,2014/12/01,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/16,2014:335:23:50:13.3897230,2014:335:23:50:45.1597200,LGN,DAY,7.44,8.48,655,4,6.364,3.629,5.228,9,LPGS_2.7.0,60.96040678,71.98155461,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20141201232224_20141202001036.01,LT8BPF20141201231830_20141202001129.01,LC08CPF_20141001_20141208_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'37.87"S,149°50'26.45"E,33°33'17.24"S,149°04'02.68"E,33°56'51.18"S,151°05'53.27"E,35°15'59.11"S,148°33'44.96"E,35°39'58.18"S,150°38'06.25"E,-34.61052,149.84068,-33.55479,149.06741,-33.94755,151.09813,-35.26642,148.56249,-35.66616,150.63507,LC08_L1TP_090084_20141201_20170416_01_T1,LC80900842014335LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014335LGN01
LC08_L1TP_090084_20141115_20180203_01_T1,LC80900842014319LGN02,2014/11/15,T1,1, 090, 084, 090, 084,NADIR,-.001,2018/02/03,2014:319:23:50:14.6622080,2014:319:23:50:46.4322040,LGN,DAY,67.35,67.87,240,4,5.434,3.34,4.286,9,LPGS_13.0.0,59.95913,65.34519797,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20141115232138_20141116000525.01,LT8BPF20141115231744_20141116000618.01,LC08CPF_20141001_20141208_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'39.13"S,149°50'24.83"E,33°33'18.43"S,149°04'00.95"E,33°56'52.66"S,151°05'52.08"E,35°16'00.23"S,148°33'43.06"E,35°39'59.62"S,150°38'04.92"E,-34.61087,149.84023,-33.55512,149.06693,-33.94796,151.0978,-35.26673,148.56196,-35.66656,150.6347,LC08_L1TP_090084_20141115_20180203_01_T1,LC80900842014319LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014319LGN02
LC08_L1TP_090084_20141030_20170418_01_T1,LC80900842014303LGN01,2014/10/30,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/18,2014:303:23:50:12.0078140,2014:303:23:50:43.7778110,LGN,DAY,.12,.11,711,4,5.038,3.128,3.949,9,LPGS_2.7.0,57.09827176,58.3004172,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20141030232000_20141031000523.01,LT8BPF20141030231606_20141031000616.01,LC08CPF_20141001_20141208_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'38.48"S,149°51'10.51"E,33°33'17.71"S,149°04'46.60"E,33°56'52.30"S,151°06'38.23"E,35°15'59.29"S,148°34'28.49"E,35°39'58.97"S,150°38'50.86"E,-34.61069,149.85292,-33.55492,149.07961,-33.94786,151.11062,-35.26647,148.57458,-35.66638,150.64746,LC08_L1TP_090084_20141030_20170418_01_T1,LC80900842014303LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014303LGN01
LC08_L1TP_090084_20140928_20170419_01_T1,LC80900842014271LGN01,2014/09/28,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/19,2014:271:23:50:10.0537610,2014:271:23:50:41.8237570,LGN,DAY,0,0,739,4,3.076,1.645,2.599,9,LPGS_2.7.0,47.19696904,47.64700217,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15921,15821,7961,7911,7961,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140928231623_20140929000233.03,LT8BPF20140928231229_20140929000326.03,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'39.06"S,149°51'09.90"E,33°33'18.11"S,149°04'46.20"E,33°56'53.12"S,151°06'37.76"E,35°15'59.51"S,148°34'27.48"E,35°39'59.69"S,150°38'49.78"E,-34.61085,149.85275,-33.55503,149.0795,-33.94809,151.11049,-35.26653,148.5743,-35.66658,150.64716,LC08_L1TP_090084_20140928_20170419_01_T1,LC80900842014271LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014271LGN01
LC08_L1TP_090084_20140912_20170419_01_T1,LC80900842014255LGN02,2014/09/12,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/19,2014:255:23:50:10.8116950,2014:255:23:50:42.5816910,LGN,DAY,63.57,64.19,112,4,5.658,3.846,4.15,9,LPGS_2.7.0,41.35963501,44.11559083,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140912213731_20140913000233.03,LT8BPF20140912231230_20140913000327.01,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'38.34"S,149°50'20.72"E,33°33'17.32"S,149°03'57.74"E,33°56'52.40"S,151°05'48.52"E,35°15'58.79"S,148°33'38.74"E,35°39'59.04"S,150°38'00.24"E,-34.61065,149.83909,-33.55481,149.06604,-33.94789,151.09681,-35.26633,148.56076,-35.6664,150.6334,LC08_L1TP_090084_20140912_20170419_01_T1,LC80900842014255LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014255LGN02
LC08_L1TP_090084_20140827_20170420_01_T1,LC80900842014239LGN01,2014/08/27,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/20,2014:239:23:50:06.5044990,2014:239:23:50:38.2744950,LGN,DAY,63.26,63.55,245,4,5.562,3.704,4.149,9,LPGS_2.7.0,35.73024659,41.27140499,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140827231245_20140828000605.01,LT8BPF20140827230850_20140828000658.01,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'38.70"S,149°50'32.06"E,33°33'17.50"S,149°04'09.73"E,33°56'52.80"S,151°05'59.64"E,35°15'59.26"S,148°33'50.33"E,35°39'59.72"S,150°38'10.93"E,-34.61075,149.84224,-33.55486,149.06937,-33.948,151.0999,-35.26646,148.56398,-35.66659,150.63637,LC08_L1TP_090084_20140827_20170420_01_T1,LC80900842014239LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014239LGN01
LC08_L1TP_090084_20140811_20170420_01_T1,LC80900842014223LGN01,2014/08/11,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/20,2014:223:23:50:05.0906080,2014:223:23:50:36.8606040,LGN,DAY,39.43,39.07,441,4,4.275,2.891,3.149,9,LPGS_2.7.0,30.82162351,38.80424103,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140811231219_20140812000604.04,LT8BPF20140811230825_20140812000657.02,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'38.66"S,149°49'46.67"E,33°33'17.24"S,149°03'24.05"E,33°56'52.94"S,151°05'14.50"E,35°15'58.72"S,148°33'04.25"E,35°39'59.58"S,150°37'25.39"E,-34.61074,149.82963,-33.55479,149.05668,-33.94804,151.08736,-35.26631,148.55118,-35.66655,150.62372,LC08_L1TP_090084_20140811_20170420_01_T1,LC80900842014223LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014223LGN01
LC08_L1TP_090084_20140726_20170420_01_T1,LC80900842014207LGN01,2014/07/26,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/20,2014:207:23:49:56.3187570,2014:207:23:50:28.0887530,LGN,DAY,21.76,20.99,614,4,5.055,3.297,3.832,9,LPGS_2.7.0,27.04880806,36.6087411,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140726231609_20140727000555.01,LT8BPF20140726231215_20140727000648.01,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'39.24"S,149°50'39.70"E,33°33'17.71"S,149°04'16.57"E,33°56'53.92"S,151°06'08.24"E,35°15'58.97"S,148°33'56.66"E,35°40'00.34"S,150°38'19.03"E,-34.6109,149.84436,-33.55492,149.07127,-33.94831,151.10229,-35.26638,148.56574,-35.66676,150.63862,LC08_L1TP_090084_20140726_20170420_01_T1,LC80900842014207LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014207LGN01
LC08_L1TP_090084_20140710_20170421_01_T1,LC80900842014191LGN01,2014/07/10,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/21,2014:191:23:49:53.4834570,2014:191:23:50:25.2534530,LGN,DAY,56.47,54.62,509,4,5.378,3.253,4.282,9,LPGS_2.7.0,24.70826967,34.75295624,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140710231606_20140711000552.01,LT8BPF20140710231212_20140711000645.01,LC08CPF_20140701_20140930_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'38.52"S,149°49'53.44"E,33°33'16.99"S,149°03'30.60"E,33°56'53.34"S,151°05'22.06"E,35°15'58.10"S,148°33'10.33"E,35°39'59.58"S,150°37'32.48"E,-34.6107,149.83151,-33.55472,149.0585,-33.94815,151.08946,-35.26614,148.55287,-35.66655,150.62569,LC08_L1TP_090084_20140710_20170421_01_T1,LC80900842014191LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014191LGN01
LC08_L1TP_090084_20140624_20170421_01_T1,LC80900842014175LGN01,2014/06/24,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/21,2014:175:23:49:44.7481110,2014:175:23:50:16.5181070,LGN,DAY,49.66,48.02,454,4,6.191,3.854,4.844,9,LPGS_2.7.0,23.94887276,33.44773723,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140624231558_20140624235320.01,LT8BPF20140624231204_20140624235413.01,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'37.94"S,149°50'30.98"E,33°33'16.38"S,149°04'08.40"E,33°56'52.73"S,151°05'59.39"E,35°15'57.67"S,148°33'48.02"E,35°39'59.22"S,150°38'09.74"E,-34.61054,149.84194,-33.55455,149.069,-33.94798,151.09983,-35.26602,148.56334,-35.66645,150.63604,LC08_L1TP_090084_20140624_20170421_01_T1,LC80900842014175LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014175LGN01
LC08_L1TP_090084_20140608_20180203_01_T1,LC80900842014159LGN02,2014/06/08,T1,1, 090, 084, 090, 084,NADIR,0,2018/02/03,2014:159:23:49:42.6477050,2014:159:23:50:14.4177010,LGN,DAY,50.64,50.06,335,4,6.296,4.025,4.842,9,LPGS_13.0.0,24.74392538,32.99138909,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140608232018_20140608235318.01,LT8BPF20140608231624_20140608235411.01,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'39.49"S,149°49'21.72"E,33°33'17.93"S,149°02'59.35"E,33°56'54.28"S,151°04'50.23"E,35°15'59.18"S,148°32'38.90"E,35°40'00.73"S,150°37'00.48"E,-34.61097,149.8227,-33.55498,149.04982,-33.94841,151.08062,-35.26644,148.54414,-35.66687,150.6168,LC08_L1TP_090084_20140608_20180203_01_T1,LC80900842014159LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014159LGN02
LC08_L1TP_090084_20140523_20170422_01_T1,LC80900842014143LGN01,2014/05/23,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/22,2014:143:23:49:31.8548170,2014:143:23:50:03.6248130,LGN,DAY,88.66,88.24,279,4,6.207,4.259,4.516,9,LPGS_2.7.0,26.91566999,33.67145691,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140523232007_20140523235307.01,LT8BPF20140523231613_20140523235400.01,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'39.53"S,149°50'18.31"E,33°33'17.96"S,149°03'55.84"E,33°56'54.38"S,151°05'46.75"E,35°15'59.22"S,148°33'35.28"E,35°40'00.88"S,150°37'56.89"E,-34.61098,149.83842,-33.55499,149.06551,-33.94844,151.09632,-35.26645,148.5598,-35.66691,150.63247,LC08_L1TP_090084_20140523_20170422_01_T1,LC80900842014143LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014143LGN01
LC08_L1TP_090084_20140507_20170422_01_T1,LC80900842014127LGN01,2014/05/07,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/22,2014:127:23:49:39.1239760,2014:127:23:50:10.8939720,LGN,DAY,8.74,9.73,597,4,5.232,3.313,4.049,9,LPGS_2.7.0,30.1926916,35.64224984,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140507232038_20140507235314.01,LT8BPF20140507231644_20140507235407.01,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'38.09"S,149°52'07.79"E,33°33'19.12"S,149°05'40.63"E,33°56'48.70"S,151°07'32.38"E,35°16'01.81"S,148°35'28.39"E,35°39'56.45"S,150°39'50.90"E,-34.61058,149.86883,-33.55531,149.09462,-33.94686,151.12566,-35.26717,148.59122,-35.66568,150.66414,LC08_L1TP_090084_20140507_20170422_01_T1,LC80900842014127LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014127LGN01
LC08_L1TP_090084_20140421_20170423_01_T1,LC80900842014111LGN01,2014/04/21,T1,1, 090, 084, 090, 084,NADIR,0,2017/04/23,2014:111:23:49:55.2298540,2014:111:23:50:26.9998500,LGN,DAY,40.83,42.69,711,4,4.752,3.231,3.484,9,LPGS_2.7.0,34.17364445,39.08190409,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15821,7951,7911,7951,7911,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140421232031_20140421235330.01,LT8BPF20140421231637_20140421235423.01,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'38.41"S,149°52'07.18"E,33°33'19.55"S,149°05'39.59"E,33°56'49.49"S,151°07'32.59"E,35°16'01.92"S,148°35'27.24"E,35°39'56.92"S,150°39'51.01"E,-34.61067,149.86866,-33.55543,149.09433,-33.94708,151.12572,-35.2672,148.5909,-35.66581,150.66417,LC08_L1TP_090084_20140421_20170423_01_T1,LC80900842014111LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014111LGN01
LC08_L1TP_090084_20140405_20170424_01_T1,LC80900842014095LGN01,2014/04/05,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/24,2014:095:23:50:11.7398020,2014:095:23:50:43.5097990,LGN,DAY,79.76,79.88,104,4,6.625,4.856,4.506,9,LPGS_2.7.0,38.46601159,43.98038124,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140405232047_20140406000146.01,LT8BPF20140405231653_20140406000239.01,LC08CPF_20140401_20140630_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'38.77"S,149°51'48.49"E,33°33'19.87"S,149°05'20.94"E,33°56'50.03"S,151°07'14.12"E,35°16'02.06"S,148°35'08.41"E,35°39'57.31"S,150°39'32.44"E,-34.61077,149.86347,-33.55552,149.08915,-33.94723,151.12059,-35.26724,148.58567,-35.66592,150.65901,LC08_L1TP_090084_20140405_20170424_01_T1,LC80900842014095LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014095LGN01
LC08_L1TP_090084_20140320_20170425_01_T1,LC80900842014079LGN01,2014/03/20,T1,1, 090, 084, 090, 084,NADIR,-.001,2017/04/25,2014:079:23:50:26.8147160,2014:079:23:50:58.5847120,LGN,DAY,31.92,31.49,397,4,4.935,3.53,3.449,9,LPGS_2.7.0,42.75053978,50.11280088,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15901,15801,7951,7901,7951,7901,UTM,55,WGS84,WGS84,15,30,30,LO8BPF20140320232102_20140321000314.01,LT8BPF20140320222426_20140321000407.01,LC08CPF_20140101_20140331_01.01,LC08RLUT_20130211_20150302_01_11.h5,34°36'39.56"S,149°51'35.96"E,33°33'20.66"S,149°05'08.52"E,33°56'51.18"S,151°07'01.96"E,35°16'02.78"S,148°34'55.63"E,35°39'58.39"S,150°39'19.94"E,-34.61099,149.85999,-33.55574,149.0857,-33.94755,151.11721,-35.26744,148.58212,-35.66622,150.65554,LC08_L1TP_090084_20140320_20170425_01_T1,LC80900842014079LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80900842014079LGN01
