Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1TP_090084_20031101_20161204_01_T1,LT50900842003305ASA01,2003/11/01,LANDSAT_5,T1,1,, 090, 084,2016/12/04,2003:305:23:28:05.5648800,2003:305:23:28:32.1777500,ASA,DAY,73,72,55,4,4.704,3.551,3.085,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,53.41247581,65.30090674,TM_L1TP,TM,DEFINITIVE,7271,8151,7271,8151,UTM,55,WGS84,WGS84,30,30,LT05CPF_20031001_20031107_01.03,34°36'20.92"S,149°48'44.78"E,33°40'06.64"S,149°03'05.47"E,33°57'17.71"S,151°01'12.14"E,35°14'44.20"S,148°35'13.02"E,35°32'14.53"S,150°35'30.37"E,-34.60581,149.81244,-33.66851,149.05152,-33.95492,151.02004,-35.24561,148.58695,-35.53737,150.59177,LT05_L1TP_090084_20031101_20161204_01_T1,LT50900842003305ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842003305ASA01
LT05_L1TP_090084_20031016_20161203_01_T1,LT50900842003289ASA01,2003/10/16,LANDSAT_5,T1,1,, 090, 084,2016/12/03,2003:289:23:27:59.8343100,2003:289:23:28:26.4472500,ASA,DAY,66,66,52,4,4.672,3.693,2.861,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,49.33652177,59.2620663,TM_L1TP,TM,DEFINITIVE,7261,8151,7261,8151,UTM,55,WGS84,WGS84,30,30,LT05CPF_20031001_20031107_01.03,34°36'02.52"S,149°47'18.78"E,33°39'48.24"S,149°01'39.61"E,33°56'59.28"S,150°59'45.85"E,35°14'25.84"S,148°33'47.34"E,35°31'56.10"S,150°34'04.22"E,-34.6007,149.78855,-33.6634,149.02767,-33.9498,150.99607,-35.24051,148.56315,-35.53225,150.56784,LT05_L1TP_090084_20031016_20161203_01_T1,LT50900842003289ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842003289ASA01
LT05_L1GS_090084_20030930_20161204_01_T2,LT50900842003273ASA01,2003/09/30,LANDSAT_5,T2,1,, 090, 084,2016/12/04,2003:273:23:27:46.0980600,2003:273:23:28:12.7109400,ASA,DAY,100,100,-1,-1,,,,N,,9,N,LPGS_12.8.2,FULL,44.15232225,54.32840983,TM_L1GS,TM,DEFINITIVE,7261,8151,7261,8151,UTM,55,WGS84,WGS84,30,30,LT05CPF_20030701_20030930_01.03,34°36'05.94"S,149°47'28.21"E,33°39'51.66"S,149°01'49.01"E,33°57'02.70"S,150°59'55.32"E,35°14'29.22"S,148°33'56.70"E,35°31'59.52"S,150°34'13.66"E,-34.60165,149.79117,-33.66435,149.03028,-33.95075,150.9987,-35.24145,148.56575,-35.5332,150.57046,LT05_L1GS_090084_20030930_20161204_01_T2,LT50900842003273ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842003273ASA01
LT05_L1TP_090084_20030914_20161204_01_T1,LT50900842003257ASA01,2003/09/14,LANDSAT_5,T1,1,, 090, 084,2016/12/04,2003:257:23:27:34.5492500,2003:257:23:28:01.1621300,ASA,DAY,54,53,158,4,3.898,2.654,2.855,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,38.49121584,50.39667701,TM_L1TP,TM,DEFINITIVE,7251,8131,7251,8131,UTM,55,WGS84,WGS84,30,30,LT05CPF_20030701_20030930_01.03,34°36'22.18"S,149°46'42.13"E,33°40'07.86"S,149°01'02.82"E,33°57'18.97"S,150°59'09.49"E,35°14'45.42"S,148°33'10.37"E,35°32'15.79"S,150°33'27.72"E,-34.60616,149.77837,-33.66885,149.01745,-33.95527,150.98597,-35.24595,148.55288,-35.53772,150.5577,LT05_L1TP_090084_20030914_20161204_01_T1,LT50900842003257ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842003257ASA01
LT05_L1TP_090084_20030829_20161204_01_T1,LT50900842003241ASA01,2003/08/29,LANDSAT_5,T1,1,, 090, 084,2016/12/04,2003:241:23:27:18.1605000,2003:241:23:27:44.7734400,ASA,DAY,44,45,124,4,3.87,2.644,2.826,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,32.96458537,47.17484667,TM_L1TP,TM,DEFINITIVE,7251,8121,7251,8121,UTM,55,WGS84,WGS84,30,30,LT05CPF_20030701_20030930_01.03,34°36'10.30"S,149°46'56.21"E,33°39'56.02"S,149°01'16.97"E,33°57'07.06"S,150°59'23.39"E,35°14'33.58"S,148°33'24.62"E,35°32'03.88"S,150°33'41.69"E,-34.60286,149.78228,-33.66556,149.02138,-33.95196,150.98983,-35.24266,148.55684,-35.53441,150.56158,LT05_L1TP_090084_20030829_20161204_01_T1,LT50900842003241ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842003241ASA01
LT05_L1TP_090084_20030813_20161205_01_T1,LT50900842003225ASA01,2003/08/13,LANDSAT_5,T1,1,, 090, 084,2016/12/05,2003:225:23:27:00.9070000,2003:225:23:27:27.5199400,ASA,DAY,44,45,124,4,4.27,3.096,2.94,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,28.09272053,44.39699349,TM_L1TP,TM,DEFINITIVE,7251,8121,7251,8121,UTM,55,WGS84,WGS84,30,30,LT05CPF_20030701_20030930_01.03,34°36'12.31"S,149°47'04.27"E,33°39'58.03"S,149°01'25.03"E,33°57'09.07"S,150°59'31.49"E,35°14'35.59"S,148°33'32.65"E,35°32'05.93"S,150°33'49.79"E,-34.60342,149.78452,-33.66612,149.02362,-33.95252,150.99208,-35.24322,148.55907,-35.53498,150.56383,LT05_L1TP_090084_20030813_20161205_01_T1,LT50900842003225ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842003225ASA01
LT05_L1TP_090084_20030728_20161205_01_T1,LT50900842003209ASA01,2003/07/28,LANDSAT_5,T1,1,, 090, 084,2016/12/05,2003:209:23:26:44.6018800,2003:209:23:27:11.2148100,ASA,DAY,67,66,80,4,4.126,2.856,2.978,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,24.30979307,41.97520331,TM_L1TP,TM,DEFINITIVE,7251,8131,7251,8131,UTM,55,WGS84,WGS84,30,30,LT05CPF_20030701_20030930_01.03,34°35'55.07"S,149°46'48.32"E,33°39'40.82"S,149°01'09.19"E,33°56'51.83"S,150°59'15.29"E,35°14'18.38"S,148°33'16.99"E,35°31'48.65"S,150°33'33.70"E,-34.59863,149.78009,-33.66134,149.01922,-33.94773,150.98758,-35.23844,148.55472,-35.53018,150.55936,LT05_L1TP_090084_20030728_20161205_01_T1,LT50900842003209ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842003209ASA01
LT05_L1TP_090084_20030712_20161205_01_T1,LT50900842003193ASA01,2003/07/12,LANDSAT_5,T1,1,, 090, 084,2016/12/05,2003:193:23:26:26.8721900,2003:193:23:26:53.4850600,ASA,DAY,5,5,199,4,5,3.8,3.25,BUMPER_MODE,,9,N,LPGS_12.8.2,FULL,21.91473546,39.96807361,TM_L1TP,TM,DEFINITIVE,7261,8141,7261,8141,UTM,55,WGS84,WGS84,30,30,LT05CPF_20030701_20030930_01.03,34°36'06.16"S,149°46'40.62"E,33°39'51.88"S,149°01'01.42"E,33°57'02.92"S,150°59'07.76"E,35°14'29.44"S,148°33'09.11"E,35°31'59.74"S,150°33'26.06"E,-34.60171,149.77795,-33.66441,149.01706,-33.95081,150.98549,-35.24151,148.55253,-35.53326,150.55724,LT05_L1TP_090084_20030712_20161205_01_T1,LT50900842003193ASA01,https://earthexplorer.usgs.gov/browse-link/12266/LT50900842003193ASA01
LT05_L1GS_090084_19991208_20161217_01_T2,LT50900841999342ASA00,1999/12/08,LANDSAT_5,T2,1,SAM, 090, 084,2016/12/17,1999:342:23:25:11.0575000,1999:342:23:25:38.1576300,ASA,DAY,85,85,-1,-1,,,,N,,9,N,LPGS_12.8.2,FULL,55.87591984,79.54842349,TM_L1GS,TM,PREDICTIVE,7311,8081,7311,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19991001_19991231_01.03,34°37'35.22"S,149°53'52.30"E,33°41'20.83"S,149°08'12.44"E,33°58'32.16"S,151°06'20.77"E,35°15'58.32"S,148°40'19.34"E,35°33'28.91"S,150°40'38.46"E,-34.62645,149.89786,-33.68912,149.13679,-33.9756,151.10577,-35.2662,148.67204,-35.55803,150.67735,LT05_L1GS_090084_19991208_20161217_01_T2,LT50900841999342ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999342ASA00
LT05_L1TP_090084_19991122_20161216_01_T1,LT50900841999326ASA00,1999/11/22,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/16,1999:326:23:25:28.3561900,1999:326:23:25:55.4556900,ASA,DAY,42,44,53,4,4.274,2.634,3.366,N,,9,N,LPGS_12.8.2,FULL,55.80267234,74.34877926,TM_L1TP,TM,PREDICTIVE,7311,8091,7311,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19991001_19991231_01.03,34°37'37.56"S,149°54'27.00"E,33°41'23.17"S,149°08'47.15"E,33°58'34.50"S,151°06'55.51"E,35°16'00.66"S,148°40'54.01"E,35°33'31.25"S,150°41'13.20"E,-34.6271,149.9075,-33.68977,149.14643,-33.97625,151.11542,-35.26685,148.68167,-35.55868,150.687,LT05_L1TP_090084_19991122_20161216_01_T1,LT50900841999326ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999326ASA00
LT05_L1TP_090084_19991106_20161217_01_T1,LT50900841999310ASA00,1999/11/06,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/17,1999:310:23:26:05.5827500,1999:310:23:26:32.6815000,ASA,DAY,42,41,56,4,5.13,3.18,4.025,N,,9,N,LPGS_12.8.2,FULL,53.99754632,67.8144602,TM_L1TP,TM,DEFINITIVE,7311,8091,7311,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19991001_19991231_01.03,34°36'41.98"S,149°50'01.10"E,33°40'27.66"S,149°04'21.65"E,33°57'38.81"S,151°02'28.79"E,35°15'05.18"S,148°36'29.02"E,35°32'35.63"S,150°36'46.84"E,-34.61166,149.83364,-33.67435,149.07268,-33.96078,151.04133,-35.25144,148.60806,-35.54323,150.61301,LT05_L1TP_090084_19991106_20161217_01_T1,LT50900841999310ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999310ASA00
LT05_L1TP_090084_19991021_20161217_01_T1,LT50900841999294ASA00,1999/10/21,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/17,1999:294:23:26:35.5291300,1999:294:23:27:02.6272500,ASA,DAY,2,3,202,4,3.939,2.77,2.8,N,,9,N,LPGS_12.8.2,FULL,50.47977748,61.41663885,TM_L1TP,TM,DEFINITIVE,7311,8071,7311,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19991001_19991231_01.03,34°36'16.16"S,149°47'03.59"E,33°40'01.88"S,149°01'24.31"E,33°57'12.96"S,150°59'30.88"E,35°14'39.44"S,148°33'31.93"E,35°32'09.78"S,150°33'49.14"E,-34.60449,149.78433,-33.66719,149.02342,-33.9536,150.99191,-35.24429,148.55887,-35.53605,150.56365,LT05_L1TP_090084_19991021_20161217_01_T1,LT50900841999294ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999294ASA00
LT05_L1TP_090084_19990919_20161218_01_T1,LT50900841999262ASA00,1999/09/19,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/18,1999:262:23:26:40.3638100,1999:262:23:27:07.4605000,ASA,DAY,21,22,142,4,3.916,2.801,2.736,N,,9,N,LPGS_12.8.2,FULL,40.16651669,51.64402484,TM_L1TP,TM,PREDICTIVE,7321,8061,7321,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990701_19990930_01.03,34°37'28.78"S,149°53'39.55"E,33°41'14.39"S,149°07'59.77"E,33°58'25.68"S,151°06'07.92"E,35°15'51.88"S,148°40'06.71"E,35°33'22.46"S,150°40'25.68"E,-34.62466,149.89432,-33.68733,149.13327,-33.9738,151.1022,-35.26441,148.66853,-35.55624,150.6738,LT05_L1TP_090084_19990919_20161218_01_T1,LT50900841999262ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999262ASA00
LT05_L1TP_090084_19990903_20161216_01_T1,LT50900841999246ASA00,1999/09/03,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/16,1999:246:23:27:09.8970000,1999:246:23:27:36.9927500,ASA,DAY,15,15,149,4,4.183,2.793,3.114,N,,9,N,LPGS_12.8.2,FULL,34.62740502,48.112481,TM_L1TP,TM,DEFINITIVE,7311,8061,7311,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990701_19990930_01.03,34°36'42.48"S,149°49'58.80"E,33°40'28.16"S,149°04'19.34"E,33°57'39.31"S,151°02'26.48"E,35°15'05.69"S,148°36'26.71"E,35°32'36.13"S,150°36'44.53"E,-34.6118,149.833,-33.67449,149.07204,-33.96092,151.04069,-35.25158,148.60742,-35.54337,150.61237,LT05_L1TP_090084_19990903_20161216_01_T1,LT50900841999246ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999246ASA00
LT05_L1TP_090084_19990818_20161216_01_T1,LT50900841999230ASA00,1999/08/18,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/16,1999:230:23:27:36.7756900,1999:230:23:28:03.8703100,ASA,DAY,0,0,212,4,4.159,2.877,3.004,N,,9,N,LPGS_12.8.2,FULL,29.58232537,45.11403578,TM_L1TP,TM,PREDICTIVE,7311,8071,7311,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990701_19990930_01.03,34°35'50.64"S,149°46'43.57"E,33°39'36.40"S,149°01'04.48"E,33°56'47.36"S,150°59'10.46"E,35°14'13.96"S,148°33'12.31"E,35°31'44.22"S,150°33'28.91"E,-34.5974,149.77877,-33.66011,149.01791,-33.94649,150.98624,-35.23721,148.55342,-35.52895,150.55803,LT05_L1TP_090084_19990818_20161216_01_T1,LT50900841999230ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999230ASA00
LT05_L1TP_090084_19990802_20161219_01_T1,LT50900841999214ASA00,1999/08/02,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/19,1999:214:23:27:47.1249400,1999:214:23:28:14.2185000,ASA,DAY,1,1,204,4,4.571,3.307,3.155,N,,7,N,LPGS_12.8.2,FULL,25.48091697,42.47440368,TM_L1TP,TM,DEFINITIVE,7311,8081,7311,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990701_19990930_01.03,34°36'17.17"S,149°47'13.52"E,33°40'02.89"S,149°01'34.25"E,33°57'13.97"S,150°59'40.81"E,35°14'40.45"S,148°33'41.83"E,35°32'10.79"S,150°33'59.08"E,-34.60477,149.78709,-33.66747,149.02618,-33.95388,150.99467,-35.24457,148.56162,-35.53633,150.56641,LT05_L1TP_090084_19990802_20161219_01_T1,LT50900841999214ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999214ASA00
LT05_L1TP_090084_19990701_20161217_01_T1,LT50900841999182ASA00,1999/07/01,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/17,1999:182:23:27:52.2013800,1999:182:23:28:19.2931900,ASA,DAY,18,18,191,4,5.004,3.826,3.225,N,,9,N,LPGS_12.8.2,FULL,21.3975931,38.53318964,TM_L1TP,TM,PREDICTIVE,7311,8091,7311,8091,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990701_19990930_01.03,34°37'01.13"S,149°51'32.00"E,33°40'46.78"S,149°05'52.40"E,33°57'58.00"S,151°03'59.98"E,35°15'24.30"S,148°37'59.63"E,35°32'54.78"S,150°38'17.92"E,-34.61698,149.85889,-33.67966,149.09789,-33.96611,151.06666,-35.25675,148.63323,-35.54855,150.63831,LT05_L1TP_090084_19990701_20161217_01_T1,LT50900841999182ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999182ASA00
LT05_L1TP_090084_19990615_20161217_01_T1,LT50900841999166ASA00,1999/06/15,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/17,1999:166:23:28:01.6891900,1999:166:23:28:28.7798800,ASA,DAY,53,53,135,4,4.283,3.263,2.774,N,,9,N,LPGS_12.8.2,FULL,21.64885111,37.65936738,TM_L1TP,TM,PREDICTIVE,7311,8071,7311,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990401_19990630_01.03,34°37'16.10"S,149°51'49.07"E,33°41'01.72"S,149°06'09.36"E,33°58'13.01"S,151°04'17.26"E,35°15'39.24"S,148°38'16.44"E,35°33'09.79"S,150°38'35.09"E,-34.62114,149.86363,-33.68381,149.1026,-33.97028,151.07146,-35.2609,148.6379,-35.55272,150.64308,LT05_L1TP_090084_19990615_20161217_01_T1,LT50900841999166ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999166ASA00
LT05_L1TP_090084_19990530_20161217_01_T1,LT50900841999150ASA00,1999/05/30,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/17,1999:150:23:28:11.4365000,1999:150:23:28:38.5258800,ASA,DAY,74,71,42,4,4.285,3.314,2.717,N,,9,N,LPGS_12.8.2,FULL,23.30651146,37.89896815,TM_L1TP,TM,PREDICTIVE,7311,8061,7311,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990401_19990630_01.03,34°36'55.12"S,149°51'55.87"E,33°40'40.76"S,149°06'16.31"E,33°57'51.98"S,151°04'23.74"E,35°15'18.29"S,148°38'23.57"E,35°32'48.77"S,150°38'41.71"E,-34.61531,149.86552,-33.67799,149.10453,-33.96444,151.07326,-35.25508,148.63988,-35.54688,150.64492,LT05_L1TP_090084_19990530_20161217_01_T1,LT50900841999150ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999150ASA00
LT05_L1TP_090084_19990514_20161217_01_T1,LT50900841999134ASA00,1999/05/14,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/17,1999:134:23:28:33.9616300,1999:134:23:29:01.0503800,ASA,DAY,76,77,126,4,4.394,3.109,3.105,N,,9,N,LPGS_12.8.2,FULL,26.09259348,39.48205852,TM_L1TP,TM,PREDICTIVE,7311,8051,7311,8051,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990401_19990630_01.03,34°36'24.80"S,149°48'48.64"E,33°40'10.49"S,149°03'09.29"E,33°57'21.60"S,151°01'16.03"E,35°14'48.05"S,148°35'16.84"E,35°32'18.42"S,150°35'34.22"E,-34.60689,149.81351,-33.66958,149.05258,-33.956,151.02112,-35.24668,148.58801,-35.53845,150.59284,LT05_L1TP_090084_19990514_20161217_01_T1,LT50900841999134ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999134ASA00
LT05_L1TP_090084_19990428_20161219_01_T1,LT50900841999118ASA00,1999/04/28,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/19,1999:118:23:28:46.7340600,1999:118:23:29:13.8217500,ASA,DAY,75,76,62,4,4.283,3.065,2.992,N,,9,N,LPGS_12.8.2,FULL,29.64221056,42.54426873,TM_L1TP,TM,DEFINITIVE,7311,8061,7311,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990401_19990630_01.03,34°36'06.05"S,149°47'54.78"E,33°39'51.77"S,149°02'15.58"E,33°57'02.81"S,151°00'21.92"E,35°14'29.33"S,148°34'23.27"E,35°31'59.63"S,150°34'40.22"E,-34.60168,149.79855,-33.66438,149.03766,-33.95078,151.00609,-35.24148,148.57313,-35.53323,150.57784,LT05_L1TP_090084_19990428_20161219_01_T1,LT50900841999118ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999118ASA00
LT05_L1TP_090084_19990412_20161219_01_T1,LT50900841999102ASA00,1999/04/12,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/19,1999:102:23:28:47.7857500,1999:102:23:29:14.8727500,ASA,DAY,5,6,193,4,4.262,2.936,3.089,N,,9,N,LPGS_12.8.2,FULL,33.57390552,47.06511744,TM_L1TP,TM,DEFINITIVE,7311,8081,7311,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990401_19990630_01.03,34°36'38.23"S,149°49'29.64"E,33°40'23.92"S,149°03'50.22"E,33°57'35.06"S,151°01'57.25"E,35°15'01.44"S,148°35'57.62"E,35°32'31.85"S,150°36'15.34"E,-34.61062,149.8249,-33.67331,149.06395,-33.95974,151.03257,-35.2504,148.59934,-35.54218,150.60426,LT05_L1TP_090084_19990412_20161219_01_T1,LT50900841999102ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999102ASA00
LT05_L1TP_090084_19990327_20161220_01_T1,LT50900841999086ASA00,1999/03/27,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/20,1999:086:23:28:51.3032500,1999:086:23:29:18.3895000,ASA,DAY,26,27,139,4,4.05,2.705,3.014,N,,9,N,LPGS_12.8.2,FULL,37.56756961,52.85795089,TM_L1TP,TM,DEFINITIVE,7311,8081,7311,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990101_19990331_01.03,34°36'59.76"S,149°50'16.66"E,33°40'45.41"S,149°04'37.06"E,33°57'56.63"S,151°02'44.59"E,35°15'22.93"S,148°36'44.28"E,35°32'53.41"S,150°37'02.53"E,-34.6166,149.83796,-33.67928,149.07696,-33.96573,151.04572,-35.25637,148.6123,-35.54817,150.61737,LT05_L1TP_090084_19990327_20161220_01_T1,LT50900841999086ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999086ASA00
LT05_L1GS_090084_19990223_20161220_01_T2,LT50900841999054ASA00,1999/02/23,LANDSAT_5,T2,1,SAM, 090, 084,2016/12/20,1999:054:23:29:19.0122500,1999:054:23:29:46.0973800,ASA,DAY,100,100,-1,-1,,,,N,,9,N,LPGS_12.8.2,FULL,44.93985052,66.49161573,TM_L1GS,TM,DEFINITIVE,7301,8071,7301,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990101_19990331_01.03,34°35'50.64"S,149°46'08.00"E,33°39'36.40"S,149°00'28.91"E,33°56'47.36"S,150°58'34.90"E,35°14'13.96"S,148°32'36.74"E,35°31'44.22"S,150°32'53.34"E,-34.5974,149.76889,-33.66011,149.00803,-33.94649,150.97636,-35.23721,148.54354,-35.52895,150.54815,LT05_L1GS_090084_19990223_20161220_01_T2,LT50900841999054ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999054ASA00
LT05_L1GS_090084_19990207_20161221_01_T2,LT50900841999038ASA00,1999/02/07,LANDSAT_5,T2,1,SAM, 090, 084,2016/12/21,1999:038:23:29:14.4230600,1999:038:23:29:41.5070600,ASA,DAY,92,92,-1,-1,,,,N,,9,N,LPGS_12.8.2,FULL,48.15648315,72.96553717,TM_L1GS,TM,DEFINITIVE,7311,8061,7311,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990101_19990331_01.03,34°36'29.74"S,149°47'57.88"E,33°40'15.42"S,149°02'18.49"E,33°57'26.53"S,151°00'25.34"E,35°14'52.98"S,148°34'25.97"E,35°32'23.35"S,150°34'43.54"E,-34.60826,149.79941,-33.67095,149.03847,-33.95737,151.00704,-35.24805,148.57388,-35.53982,150.57876,LT05_L1GS_090084_19990207_20161221_01_T2,LT50900841999038ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999038ASA00
LT05_L1GS_090084_19990122_20161219_01_T2,LT50900841999022ASA00,1999/01/22,LANDSAT_5,T2,1,SAM, 090, 084,2016/12/19,1999:022:23:29:06.1723800,1999:022:23:29:33.2554400,ASA,DAY,87,87,-1,-1,,,,N,,9,N,LPGS_12.8.2,FULL,51.073916,78.1159661,TM_L1GS,TM,PREDICTIVE,7311,8061,7311,8061,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990101_19990331_01.03,34°36'54.72"S,149°50'13.63"E,33°40'40.37"S,149°04'34.07"E,33°57'51.59"S,151°02'41.50"E,35°15'17.89"S,148°36'41.33"E,35°32'48.37"S,150°36'59.47"E,-34.6152,149.83712,-33.67788,149.07613,-33.96433,151.04486,-35.25497,148.61148,-35.54677,150.61652,LT05_L1GS_090084_19990122_20161219_01_T2,LT50900841999022ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999022ASA00
LT05_L1TP_090084_19990106_20161222_01_T1,LT50900841999006ASA00,1999/01/06,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/22,1999:006:23:29:07.6598800,1999:006:23:29:34.7416900,ASA,DAY,0,0,193,4,4.448,3.28,3.004,N,,9,N,LPGS_12.8.2,FULL,53.66151045,81.08462445,TM_L1TP,TM,DEFINITIVE,7311,8071,7311,8071,UTM,55,WGS84,WGS84,30,30,LT05CPF_19990101_19990331_01.03,34°36'36.14"S,149°50'11.08"E,33°40'21.83"S,149°04'31.66"E,33°57'32.98"S,151°02'38.65"E,35°14'59.39"S,148°36'39.10"E,35°32'29.76"S,150°36'56.77"E,-34.61004,149.83641,-33.67273,149.07546,-33.95916,151.04407,-35.24983,148.61086,-35.5416,150.61577,LT05_L1TP_090084_19990106_20161222_01_T1,LT50900841999006ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841999006ASA00
LT05_L1TP_090084_19981221_20161222_01_T1,LT50900841998355ASA00,1998/12/21,LANDSAT_5,T1,1,SAM, 090, 084,2016/12/22,1998:355:23:29:06.8270600,1998:355:23:29:33.9081300,ASA,DAY,9,9,96,4,4.834,3.858,2.913,N,,9,N,LPGS_12.8.2,FULL,55.67924165,81.15303638,TM_L1TP,TM,DEFINITIVE,7311,8081,7311,8081,UTM,55,WGS84,WGS84,30,30,LT05CPF_19981102_19981231_01.03,34°36'43.16"S,149°50'38.40"E,33°40'28.85"S,149°04'58.94"E,33°57'40.00"S,151°03'06.08"E,35°15'06.37"S,148°37'06.31"E,35°32'36.82"S,150°37'24.17"E,-34.61199,149.844,-33.67468,149.08304,-33.96111,151.05169,-35.25177,148.61842,-35.54356,150.62338,LT05_L1TP_090084_19981221_20161222_01_T1,LT50900841998355ASA00,https://earthexplorer.usgs.gov/browse-link/12266/LT50900841998355ASA00
