Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Date L-1 Generated,WRS Path,WRS Row,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec
LT05_L1TP_090084_19930529_20170118_01_T1,LT50900841993149ASA00,1993/05/29,T1,2017/01/18, 090, 084,-34.60228,149.77639,-33.66498,149.01549,-33.95138,150.98393,-35.24208,148.55096,-35.53383,150.55569
LT05_L1TP_090084_19930614_20170118_01_T1,LT50900841993165ASA00,1993/06/14,T1,2017/01/18, 090, 084,-34.60538,149.78982,-33.66808,149.0289,-33.95449,150.99741,-35.24518,148.56434,-35.53694,150.56914
LT05_L1TP_090084_19930630_20170118_01_T1,LT50900841993181ASA00,1993/06/30,T1,2017/01/18, 090, 084,-34.61374,149.82611,-33.67642,149.06513,-33.96286,151.03383,-35.25352,148.6005,-35.54531,150.6055
LT05_L1TP_090084_19930716_20170118_01_T1,LT50900841993197ASA00,1993/07/16,T1,2017/01/18, 090, 084,-34.60927,149.83159,-33.67196,149.07064,-33.95839,151.03924,-35.24906,148.60605,-35.54083,150.61094
LT05_L1TP_090084_19930801_20170117_01_T1,LT50900841993213ASA00,1993/08/01,T1,2017/01/17, 090, 084,-34.61048,149.8383,-33.67317,149.07735,-33.9596,151.04597,-35.25026,148.61274,-35.54204,150.61766
LT05_L1TP_090084_19930817_20170117_01_T1,LT50900841993229ASA00,1993/08/17,T1,2017/01/17, 090, 084,-34.61557,149.83337,-33.67825,149.07238,-33.9647,151.04112,-35.25534,148.60773,-35.54714,150.61277
LT05_L1TP_090084_19930902_20170117_01_T1,LT50900841993245ASA00,1993/09/02,T1,2017/01/17, 090, 084,-34.6138,149.83389,-33.67648,149.07291,-33.96292,151.04161,-35.25358,148.60828,-35.54537,150.61328
LT05_L1TP_090084_19930918_20170117_01_T1,LT50900841993261ASA00,1993/09/18,T1,2017/01/17, 090, 084,-34.6152,149.834,-33.67788,149.07301,-33.96433,151.04174,-35.25497,148.60836,-35.54677,150.6134
LT05_L1TP_090084_19931004_20170116_01_T1,LT50900841993277ASA00,1993/10/04,T1,2017/01/16, 090, 084,-34.60959,149.83467,-33.67228,149.07372,-33.95871,151.04232,-35.24938,148.60912,-35.54115,150.61403
LT05_L1TP_090084_19931020_20170116_01_T1,LT50900841993293ASA00,1993/10/20,T1,2017/01/16, 090, 084,-34.61692,149.84315,-33.6796,149.08215,-33.96605,151.05092,-35.25669,148.61749,-35.54849,150.62256
LT05_L1TP_090084_19931105_20170116_01_T1,LT50900841993309ASA00,1993/11/05,T1,2017/01/16, 090, 084,-34.6168,149.84435,-33.67948,149.08335,-33.96593,151.05211,-35.25657,148.61869,-35.54837,150.62376
LT05_L1TP_090084_19931121_20170116_01_T1,LT50900841993325ASA00,1993/11/21,T1,2017/01/16, 090, 084,-34.61114,149.85092,-33.67383,149.08996,-33.96026,151.0586,-35.25092,148.62535,-35.5427,150.63029
LT05_L1TP_090084_19931207_20170116_01_T1,LT50900841993341ASA00,1993/12/07,T1,2017/01/16, 090, 084,-34.61043,149.82998,-33.67312,149.06903,-33.95955,151.03765,-35.25021,148.60442,-35.54199,150.60934
LT05_L1TP_090084_19931223_20170116_01_T1,LT50900841993357ASA00,1993/12/23,T1,2017/01/16, 090, 084,-34.60982,149.82681,-33.67251,149.06586,-33.95894,151.03447,-35.24961,148.60126,-35.54138,150.60617
LT05_L1TP_090084_19940108_20170116_01_T1,LT50900841994008ASA00,1994/01/08,T1,2017/01/16, 090, 084,-34.61181,149.83762,-33.6745,149.07666,-33.96093,151.04531,-35.25159,148.61204,-35.54338,150.61699
LT05_L1TP_090084_19940124_20170115_01_T1,LT50900841994024ASA03,1994/01/24,T1,2017/01/15, 090, 084,-34.61392,149.84659,-33.6766,149.08561,-33.96304,151.05431,-35.2537,148.62097,-35.54549,150.62598
LT05_L1TP_090084_19940225_20170116_01_T1,LT50900841994056ASA00,1994/02/25,T1,2017/01/16, 090, 084,-34.61263,149.83999,-33.67532,149.07902,-33.96175,151.04769,-35.25241,148.61439,-35.5442,150.61937
LT05_L1TP_090084_19940329_20170114_01_T1,LT50900841994088ASA00,1994/03/29,T1,2017/01/14, 090, 084,-34.61262,149.83191,-33.67531,149.07094,-33.96174,151.03961,-35.2524,148.60632,-35.54419,150.61129
LT05_L1GS_090084_19940414_20170114_01_T2,LT50900841994104ASA00,1994/04/14,T2,2017/01/14, 090, 084,-34.61108,149.8383,-33.67377,149.07734,-33.9602,151.04598,-35.25086,148.61273,-35.54264,150.61767
LT05_L1TP_090084_19940430_20170115_01_T1,LT50900841994120ASA00,1994/04/30,T1,2017/01/15, 090, 084,-34.6113,149.8262,-33.67399,149.06524,-33.96042,151.03388,-35.25108,148.60063,-35.54286,150.60557
LT05_L1TP_090084_19940516_20170114_01_T1,LT50900841994136ASA00,1994/05/16,T1,2017/01/14, 090, 084,-34.60942,149.81846,-33.67211,149.05751,-33.95854,151.02611,-35.24921,148.59292,-35.54098,150.59781
LT05_L1TP_090084_19940601_20170114_01_T1,LT50900841994152ASA00,1994/06/01,T1,2017/01/14, 090, 084,-34.60297,149.80819,-33.66567,149.04729,-33.95207,151.01574,-35.24277,148.58275,-35.53452,150.58749
LT05_L1TP_090084_19940617_20170113_01_T1,LT50900841994168ASA00,1994/06/17,T1,2017/01/13, 090, 084,-34.6031,149.80889,-33.6658,149.04799,-33.9522,151.01645,-35.2429,148.58345,-35.53465,150.58819
LT05_L1TP_090084_19940703_20170113_01_T1,LT50900841994184ASA00,1994/07/03,T1,2017/01/13, 090, 084,-34.61132,149.81848,-33.67401,149.05752,-33.96044,151.02616,-35.2511,148.59291,-35.54288,150.59785
LT05_L1TP_090084_19940719_20170113_01_T1,LT50900841994200ASA00,1994/07/19,T1,2017/01/13, 090, 084,-34.60942,149.83622,-33.67211,149.07527,-33.95854,151.04387,-35.24921,148.61068,-35.54098,150.61557
LT05_L1TP_090084_19940804_20170113_01_T1,LT50900841994216ASA00,1994/08/04,T1,2017/01/13, 090, 084,-34.62052,149.85454,-33.68319,149.09352,-33.96966,151.06236,-35.26028,148.62882,-35.5521,150.63398
LT05_L1TP_090084_19940820_20170112_01_T1,LT50900841994232ASA00,1994/08/20,T1,2017/01/12, 090, 084,-34.61218,149.84932,-33.67487,149.08835,-33.9613,151.05701,-35.25196,148.62373,-35.54375,150.6287
LT05_L1TP_090084_19940905_20170113_01_T1,LT50900841994248ASA00,1994/09/05,T1,2017/01/13, 090, 084,-34.61148,149.84513,-33.67417,149.08417,-33.9606,151.05281,-35.25126,148.61955,-35.54305,150.6245
LT05_L1TP_090084_19940921_20170112_01_T1,LT50900841994264ASA00,1994/09/21,T1,2017/01/12, 090, 084,-34.61402,149.84648,-33.6767,149.0855,-33.96314,151.0542,-35.2538,148.62086,-35.54559,150.62587
LT05_L1TP_090084_19941007_20170112_01_T1,LT50900841994280ASA00,1994/10/07,T1,2017/01/12, 090, 084,-34.61348,149.85435,-33.67616,149.09337,-33.9626,151.06206,-35.25326,148.62874,-35.54505,150.63374
LT05_L1TP_090084_19941023_20170111_01_T1,LT50900841994296ASA00,1994/10/23,T1,2017/01/11, 090, 084,-34.61711,149.86947,-33.67979,149.10847,-33.96624,151.07724,-35.25688,148.6438,-35.54868,150.64889
LT05_L1TP_090084_19941108_20170111_01_T1,LT50900841994312ASA00,1994/11/08,T1,2017/01/11, 090, 084,-34.6193,149.88887,-33.68198,149.12785,-33.96843,151.09667,-35.25906,148.66317,-35.55087,150.6683
LT05_L1GS_090084_19941124_20170111_01_T2,LT50900841994328ASA00,1994/11/24,T2,2017/01/11, 090, 084,-34.62247,149.89819,-33.68514,149.13715,-33.97161,151.10604,-35.26223,148.67244,-35.55405,150.67765
LT05_L1TP_090084_19941210_20170110_01_T1,LT50900841994344ASA00,1994/12/10,T1,2017/01/10, 090, 084,-34.61902,149.8839,-33.6817,149.12289,-33.96815,151.0917,-35.25878,148.6582,-35.55059,150.66333
LT05_L1TP_090084_19950111_20170110_01_T1,LT50900841995011ASA00,1995/01/11,T1,2017/01/10, 090, 084,-34.61863,149.87955,-33.68131,149.11854,-33.96776,151.08734,-35.2584,148.65386,-35.5502,150.65898
LT05_L1GS_090084_19950127_20170110_01_T2,LT50900841995027ASA00,1995/01/27,T2,2017/01/10, 090, 084,-34.6216,149.88849,-33.68427,149.12746,-33.97074,151.09633,-35.26136,148.66275,-35.55318,150.66794
LT05_L1TP_090084_19950212_20170110_01_T1,LT50900841995043ASA00,1995/02/12,T1,2017/01/10, 090, 084,-34.63001,149.90345,-33.69267,149.14236,-33.97916,151.11141,-35.26975,148.67758,-35.5616,150.68297
LT05_L1GS_090084_19950228_20170110_01_T2,LT50900841995059ASA00,1995/02/28,T2,2017/01/10, 090, 084,-34.63064,149.90592,-33.6933,149.14482,-33.9798,151.11389,-35.27038,148.68004,-35.56223,150.68544
LT05_L1TP_090084_19950316_20170109_01_T1,LT50900841995075ASA00,1995/03/16,T1,2017/01/09, 090, 084,-34.6253,149.91168,-33.68797,149.15062,-33.97445,151.11957,-35.26505,148.68588,-35.55688,150.69116
LT05_L1TP_090084_19950401_20170109_01_T1,LT50900841995091ASA00,1995/04/01,T1,2017/01/09, 090, 084,-34.62324,149.90913,-33.68591,149.14809,-33.97238,151.11699,-35.26299,148.68337,-35.55482,150.68859
LT05_L1TP_090084_19950417_20170108_01_T1,LT50900841995107ASA00,1995/04/17,T1,2017/01/08, 090, 084,-34.62168,149.90517,-33.68435,149.14414,-33.97082,151.11301,-35.26144,148.67943,-35.55326,150.68462
LT05_L1TP_090084_19950503_20170108_01_T1,LT50900841995123ASA00,1995/05/03,T1,2017/01/08, 090, 084,-34.62673,149.90551,-33.6894,149.14444,-33.97588,151.11342,-35.26648,148.67969,-35.55831,150.685
LT05_L1TP_090084_19950519_20170108_01_T1,LT50900841995139ASA00,1995/05/19,T1,2017/01/08, 090, 084,-34.62711,149.91015,-33.68978,149.14908,-33.97626,151.11807,-35.26686,148.68432,-35.55869,150.68965
LT05_L1TP_090084_19950604_20170109_01_T1,LT50900841995155ASA00,1995/06/04,T1,2017/01/09, 090, 084,-34.62975,149.91862,-33.69241,149.15753,-33.9789,151.12658,-35.26949,148.69275,-35.56134,150.69814
LT05_L1TP_090084_19950620_20170109_01_T1,LT50900841995171ASA00,1995/06/20,T1,2017/01/09, 090, 084,-34.62925,149.91355,-33.69191,149.15246,-33.9784,151.1215,-35.26899,148.68769,-35.56084,150.69306
LT05_L1GS_090084_19950722_20170107_01_T2,LT50900841995203ASA00,1995/07/22,T2,2017/01/07, 090, 084,-34.62384,149.90006,-33.68651,149.13901,-33.97298,151.10793,-35.26359,148.67429,-35.55542,150.67953
LT05_L1TP_090084_19950807_20170107_01_T1,LT50900841995219ASA00,1995/08/07,T1,2017/01/07, 090, 084,-34.62355,149.88618,-33.68622,149.12513,-33.97269,151.09405,-35.2633,148.66041,-35.55513,150.66565
LT05_L1TP_090084_19950823_20170106_01_T1,LT50900841995235ASA00,1995/08/23,T1,2017/01/06, 090, 084,-34.61779,149.8766,-33.68047,149.11559,-33.96692,151.08438,-35.25756,148.65092,-35.54936,150.65602
LT05_L1TP_090084_19950908_20170108_01_T1,LT50900841995251ASA00,1995/09/08,T1,2017/01/08, 090, 084,-34.6205,149.86935,-33.68317,149.10833,-33.96964,151.07717,-35.26026,148.64363,-35.55208,150.64879
LT05_L1GS_090084_19950924_20170107_01_T2,LT50900841995267ASA00,1995/09/24,T2,2017/01/07, 090, 084,-34.61545,149.86466,-33.67813,149.10367,-33.96458,151.0724,-35.25522,148.63902,-35.54702,150.64406
LT05_L1TP_090084_19951010_20170107_01_T1,LT50900841995283ASA00,1995/10/10,T1,2017/01/07, 090, 084,-34.61557,149.86837,-33.67825,149.10738,-33.9647,151.07612,-35.25534,148.64273,-35.54714,150.64777
LT05_L1TP_090084_19951026_20170106_01_T1,LT50900841995299ASA00,1995/10/26,T1,2017/01/06, 090, 084,-34.62182,149.87578,-33.68449,149.11475,-33.97096,151.08362,-35.26158,148.65004,-35.5534,150.65523
LT05_L1TP_090084_19951111_20170106_01_T2,LT50900841995315ASA00,1995/11/11,T2,2017/01/06, 090, 084,-34.615,149.83312,-33.67768,149.07213,-33.96413,151.04086,-35.25477,148.60749,-35.54657,150.61252
LT05_L1TP_090084_19951127_20170106_01_T1,LT50900841995331ASA00,1995/11/27,T1,2017/01/06, 090, 084,-34.60251,149.79553,-33.66521,149.03463,-33.95161,151.00308,-35.24231,148.5701,-35.53406,150.57483
LT05_L1TP_090084_19951213_20170105_01_T1,LT50900841995347ASA00,1995/12/13,T1,2017/01/05, 090, 084,-34.59456,149.73822,-33.65727,148.97738,-33.94365,150.94565,-35.23438,148.51291,-35.5261,150.51746
LT05_L1TP_090084_19951229_20170106_01_T1,LT50900841995363ASA00,1995/12/29,T1,2017/01/06, 090, 084,-34.58821,149.72552,-33.65093,148.96472,-33.93729,150.93285,-35.22805,148.50032,-35.51975,150.50471
LT05_L1TP_090084_19960114_20170106_01_T1,LT50900841996014ASA00,1996/01/14,T1,2017/01/06, 090, 084,-34.58881,149.7182,-33.65153,148.9574,-33.93789,150.92554,-35.22864,148.49299,-35.52035,150.49739
LT05_L1TP_090084_19960130_20170106_01_T1,LT50900841996030ASA00,1996/01/30,T1,2017/01/06, 090, 084,-34.58979,149.70884,-33.65251,148.94803,-33.93887,150.91619,-35.22962,148.48361,-35.52133,150.48804
LT05_L1TP_090084_19960215_20170105_01_T1,LT50900841996046ASA00,1996/02/15,T1,2017/01/05, 090, 084,-34.58477,149.70324,-33.64749,148.94247,-33.93384,150.91052,-35.22461,148.47809,-35.5163,150.4824
LT05_L1TP_090084_19960302_20170106_01_T1,LT50900841996062ASA00,1996/03/02,T1,2017/01/06, 090, 084,-34.5825,149.69903,-33.64523,148.93827,-33.93157,150.90627,-35.22235,148.47392,-35.51403,150.47817
LT05_L1TP_090084_19960318_20170105_01_T1,LT50900841996078ASA00,1996/03/18,T1,2017/01/05, 090, 084,-34.58156,149.69622,-33.64429,148.93547,-33.93062,150.90345,-35.22141,148.47112,-35.51309,150.47535
LT05_L1TP_090084_19960403_20170105_01_T1,LT50900841996094ASA00,1996/04/03,T1,2017/01/05, 090, 084,-34.5871,149.69331,-33.64982,148.93252,-33.93617,150.90062,-35.22694,148.46812,-35.51864,150.47249
LT05_L1TP_090084_19960419_20170105_01_T1,LT50900841996110ASA00,1996/04/19,T1,2017/01/05, 090, 084,-34.5821,149.69459,-33.64483,148.93384,-33.93116,150.90183,-35.22195,148.46948,-35.51363,150.47373
LT05_L1GS_090084_19960505_20170104_01_T2,LT50900841996126ASA00,1996/05/05,T2,2017/01/04, 090, 084,-34.58914,149.69547,-33.65186,148.93467,-33.93822,150.90282,-35.22897,148.47025,-35.52068,150.47466
LT05_L1TP_090084_19960521_20170104_01_T1,LT50900841996142ASA00,1996/05/21,T1,2017/01/04, 090, 084,-34.58597,149.70379,-33.64869,148.94301,-33.93504,150.91109,-35.22581,148.47862,-35.5175,150.48296
LT05_L1TP_090084_19960606_20170104_01_T1,LT50900841996158ASA00,1996/06/06,T1,2017/01/04, 090, 084,-34.59202,149.71526,-33.65473,148.95444,-33.9411,150.92265,-35.23185,148.48999,-35.52356,150.49448
LT05_L1GS_090084_19960622_20170104_01_T2,LT50900841996174ASA00,1996/06/22,T2,2017/01/04, 090, 084,-34.59342,149.73322,-33.65613,148.97239,-33.94251,150.94063,-35.23324,148.50793,-35.52496,150.51245
LT05_L1TP_090084_19960708_20170104_01_T1,LT50900841996190ASA00,1996/07/08,T1,2017/01/04, 090, 084,-34.59415,149.75669,-33.65686,148.99585,-33.94324,150.96411,-35.23397,148.53139,-35.52569,150.53592
LT05_L1TP_090084_19960724_20170103_01_T1,LT50900841996206ASA00,1996/07/24,T1,2017/01/03, 090, 084,-34.60212,149.76826,-33.66482,149.00737,-33.95122,150.9758,-35.24192,148.54283,-35.53367,150.54756
LT05_L1TP_090084_19960825_20170103_01_T1,LT50900841996238ASA00,1996/08/25,T1,2017/01/03, 090, 084,-34.60018,149.79132,-33.66288,149.03044,-33.94928,150.99883,-35.23999,148.56592,-35.53173,150.5706
LT05_L1TP_090084_19960910_20170103_01_T1,LT50900841996254ASA00,1996/09/10,T1,2017/01/03, 090, 084,-34.60419,149.78348,-33.66689,149.02257,-33.9533,150.99105,-35.24399,148.55802,-35.53575,150.56279
LT05_L1TP_090084_19960926_20170103_01_T1,LT50900841996270ASA00,1996/09/26,T1,2017/01/03, 090, 084,-34.60514,149.7791,-33.66784,149.01818,-33.95425,150.98669,-35.24494,148.55362,-35.5367,150.55842
LT05_L1TP_090084_19961012_20170103_01_T1,LT50900841996286ASA00,1996/10/12,T1,2017/01/03, 090, 084,-34.59775,149.78117,-33.66046,149.02031,-33.94684,150.98865,-35.23756,148.55581,-35.5293,150.56043
LT05_L1TP_090084_19961028_20170102_01_T1,LT50900841996302ASA00,1996/10/28,T1,2017/01/02, 090, 084,-34.59862,149.78567,-33.66133,149.0248,-33.94772,150.99316,-35.23843,148.5603,-35.53017,150.56494
LT05_L1TP_090084_19961113_20170102_01_T1,LT50900841996318ASA00,1996/11/13,T1,2017/01/02, 090, 084,-34.60306,149.79438,-33.66576,149.03348,-33.95216,151.00194,-35.24286,148.56894,-35.53461,150.57368
LT05_L1TP_090084_19961129_20170101_01_T1,LT50900841996334ASA00,1996/11/29,T1,2017/01/01, 090, 084,-34.60364,149.79631,-33.66634,149.0354,-33.95274,151.00387,-35.24344,148.57086,-35.5352,150.57562
LT05_L1TP_090084_19961215_20170102_01_T1,LT50900841996350ASA00,1996/12/15,T1,2017/01/02, 090, 084,-34.60862,149.79259,-33.67131,149.03165,-33.95773,151.00023,-35.24841,148.56706,-35.54018,150.57194
LT05_L1TP_090084_19970116_20170101_01_T1,LT50900841997016ASA00,1997/01/16,T1,2017/01/01, 090, 084,-34.60211,149.77791,-33.66481,149.01702,-33.95121,150.98545,-35.24191,148.55248,-35.53366,150.55721
LT05_L1TP_090084_19970201_20170101_01_T1,LT50900841997032ASA00,1997/02/01,T1,2017/01/01, 090, 084,-34.60504,149.77288,-33.66774,149.01196,-33.95415,150.98047,-35.24484,148.54741,-35.5366,150.5522
LT05_L1TP_090084_19970217_20170101_01_T1,LT50900841997048ASA00,1997/02/17,T1,2017/01/01, 090, 084,-34.60199,149.77354,-33.66469,149.01265,-33.95109,150.98108,-35.24179,148.54812,-35.53354,150.55284
LT05_L1GS_090084_19970305_20170101_01_T2,LT50900841997064ASA00,1997/03/05,T2,2017/01/01, 090, 084,-34.60418,149.77557,-33.66688,149.01466,-33.95329,150.98314,-35.24398,148.55011,-35.53574,150.55488
LT05_L1TP_090084_19970321_20161231_01_T1,LT50900841997080ASA00,1997/03/21,T1,2016/12/31, 090, 084,-34.59944,149.78177,-33.66214,149.02089,-33.94854,150.98927,-35.23925,148.55639,-35.53099,150.56105
LT05_L1TP_090084_19970406_20161231_01_T1,LT50900841997096ASA00,1997/04/06,T1,2016/12/31, 090, 084,-34.60651,149.78669,-33.6692,149.02576,-33.95562,150.9943,-35.2463,148.56119,-35.53807,150.56602
LT05_L1TP_090084_19970422_20161231_01_T1,LT50900841997112ASA00,1997/04/22,T1,2016/12/31, 090, 084,-34.60869,149.79267,-33.67138,149.03173,-33.9578,151.00031,-35.24848,148.56714,-35.54025,150.57202
LT05_L1TP_090084_19970508_20161231_01_T1,LT50900841997128ASA00,1997/05/08,T1,2016/12/31, 090, 084,-34.60399,149.80158,-33.66669,149.04067,-33.9531,151.00915,-35.24379,148.57612,-35.53555,150.58089
LT05_L1TP_090084_19970524_20161231_01_T1,LT50900841997144ASA00,1997/05/24,T1,2016/12/31, 090, 084,-34.60527,149.80347,-33.66797,149.04255,-33.95438,151.01106,-35.24507,148.57799,-35.53683,150.58279
LT05_L1TP_090084_19970609_20161231_01_T1,LT50900841997160ASA00,1997/06/09,T1,2016/12/31, 090, 084,-34.60513,149.80553,-33.66783,149.04461,-33.95424,151.01312,-35.24493,148.58005,-35.53669,150.58485
LT05_L1GS_090084_19970625_20161231_01_T2,LT50900841997176ASA00,1997/06/25,T2,2016/12/31, 090, 084,-34.60604,149.80519,-33.66874,149.04427,-33.95515,151.01279,-35.24583,148.5797,-35.5376,150.58452
LT05_L1TP_090084_19970711_20161230_01_T1,LT50900841997192ASA00,1997/07/11,T1,2016/12/30, 090, 084,-34.60428,149.80424,-33.66698,149.04333,-33.95339,151.01181,-35.24408,148.57878,-35.53584,150.58355
LT05_L1TP_090084_19970727_20161230_01_T1,LT50900841997208ASA00,1997/07/27,T1,2016/12/30, 090, 084,-34.60461,149.80057,-33.66731,149.03966,-33.95372,151.00815,-35.24441,148.5751,-35.53617,150.57989
LT05_L1TP_090084_19970812_20161230_01_T1,LT50900841997224ASA00,1997/08/12,T1,2016/12/30, 090, 084,-34.60888,149.79848,-33.67157,149.03754,-33.95799,151.00612,-35.24867,148.57294,-35.54044,150.57783
LT05_L1TP_090084_19970828_20161230_01_T1,LT50900841997240ASA00,1997/08/28,T1,2016/12/30, 090, 084,-34.60492,149.80168,-33.66762,149.04077,-33.95403,151.00926,-35.24472,148.57621,-35.53648,150.581
LT05_L1TP_090084_19970913_20161229_01_T1,LT50900841997256ASA00,1997/09/13,T1,2016/12/29, 090, 084,-34.60406,149.81064,-33.66676,149.04973,-33.95317,151.01821,-35.24386,148.58518,-35.53562,150.58995
LT05_L1TP_090084_19970929_20161229_01_T1,LT50900841997272ASA00,1997/09/29,T1,2016/12/29, 090, 084,-34.61204,149.81103,-33.67473,149.05007,-33.96116,151.01872,-35.25182,148.58544,-35.54361,150.59041
LT05_L1TP_090084_19971031_20161229_01_T1,LT50900841997304ASA00,1997/10/31,T1,2016/12/29, 090, 084,-34.60527,149.81744,-33.66797,149.05652,-33.95438,151.02503,-35.24507,148.59196,-35.53683,150.59676
LT05_L1TP_090084_19971116_20161229_01_T1,LT50900841997320ASA00,1997/11/16,T1,2016/12/29, 090, 084,-34.60977,149.82848,-33.67246,149.06753,-33.95889,151.03614,-35.24956,148.60293,-35.54133,150.60784
LT05_L1TP_090084_19971202_20161229_01_T1,LT50900841997336ASA00,1997/12/02,T1,2016/12/29, 090, 084,-34.60842,149.82564,-33.67111,149.0647,-33.95753,151.03328,-35.24821,148.60011,-35.53998,150.60499
LT05_L1TP_090084_19971218_20161228_01_T1,LT50900841997352ASA00,1997/12/18,T1,2016/12/28, 090, 084,-34.61442,149.82254,-33.6771,149.06156,-33.96355,151.03027,-35.2542,148.59692,-35.54599,150.60193
LT05_L1TP_090084_19980103_20161228_01_T1,LT50900841998003ASA00,1998/01/03,T1,2016/12/28, 090, 084,-34.61214,149.81706,-33.67483,149.05609,-33.96126,151.02475,-35.25192,148.59147,-35.54371,150.59644
LT05_L1TP_090084_19980119_20161228_01_T1,LT50900841998019ASA00,1998/01/19,T1,2016/12/28, 090, 084,-34.6101,149.82001,-33.67279,149.05906,-33.95922,151.02767,-35.24989,148.59446,-35.54166,150.59937
LT05_L1TP_090084_19980204_20161226_01_T1,LT50900841998035ASA00,1998/02/04,T1,2016/12/26, 090, 084,-34.60568,149.81457,-33.66838,149.05365,-33.95479,151.02217,-35.24548,148.58909,-35.53724,150.5939
LT05_L1TP_090084_19980220_20161228_01_T1,LT50900841998051ASA00,1998/02/20,T1,2016/12/28, 090, 084,-34.61035,149.81412,-33.67304,149.05317,-33.95947,151.02179,-35.25013,148.58856,-35.54191,150.59348
LT05_L1TP_090084_19980308_20161225_01_T1,LT50900841998067ASA00,1998/03/08,T1,2016/12/25, 090, 084,-34.61154,149.82114,-33.67423,149.06018,-33.96066,151.02882,-35.25132,148.59556,-35.54311,150.60051
LT05_L1GS_090084_19980324_20161226_01_T2,LT50900841998083ASA00,1998/03/24,T2,2016/12/26, 090, 084,-34.60722,149.829,-33.66991,149.06807,-33.95633,151.03662,-35.24701,148.60349,-35.53878,150.60834
LT05_L1GS_090084_19980409_20161228_01_T2,LT50900841998099ASA00,1998/04/09,T2,2016/12/28, 090, 084,-34.61,149.84053,-33.67269,149.07958,-33.95912,151.04819,-35.24979,148.61498,-35.54156,150.61989
LT05_L1TP_090084_19980425_20161224_01_T1,LT50900841998115ASA00,1998/04/25,T1,2016/12/24, 090, 084,-34.61281,149.84767,-33.6755,149.0867,-33.96193,151.05537,-35.25259,148.62207,-35.54438,150.62705
LT05_L1TP_090084_19980511_20161224_01_T1,LT50900841998131ASA00,1998/05/11,T1,2016/12/24, 090, 084,-34.60948,149.83508,-33.67217,149.07413,-33.9586,151.04273,-35.24927,148.60954,-35.54104,150.61444
LT05_L1TP_090084_19980527_20161224_01_T1,LT50900841998147ASA00,1998/05/27,T1,2016/12/24, 090, 084,-34.60694,149.82461,-33.66963,149.06368,-33.95605,151.03222,-35.24673,148.59911,-35.5385,150.60395
LT05_L1TP_090084_19980612_20161224_01_T1,LT50900841998163ASA00,1998/06/12,T1,2016/12/24, 090, 084,-34.60809,149.81762,-33.67078,149.05668,-33.9572,151.02525,-35.24788,148.5921,-35.53965,150.59696
LT05_L1TP_090084_19980628_20161223_01_T1,LT50900841998179ASA00,1998/06/28,T1,2016/12/23, 090, 084,-34.6075,149.81805,-33.67019,149.05712,-33.95661,151.02567,-35.24729,148.59254,-35.53906,150.59739
LT05_L1TP_090084_19980714_20161223_01_T1,LT50900841998195ASA00,1998/07/14,T1,2016/12/23, 090, 084,-34.60522,149.81043,-33.66792,149.04951,-33.95433,151.01802,-35.24502,148.58495,-35.53678,150.58975
LT05_L1TP_090084_19980730_20161223_01_T1,LT50900841998211ASA00,1998/07/30,T1,2016/12/23, 090, 084,-34.60932,149.82525,-33.67201,149.0643,-33.95844,151.0329,-35.24911,148.59971,-35.54088,150.6046
LT05_L1GS_090084_19980815_20161223_01_T2,LT50900841998227ASA00,1998/08/15,T2,2016/12/23, 090, 084,-34.61187,149.83144,-33.67456,149.07048,-33.96099,151.03913,-35.25165,148.60586,-35.54344,150.61081
LT05_L1TP_090084_19980831_20161222_01_T1,LT50900841998243ASA00,1998/08/31,T1,2016/12/22, 090, 084,-34.6102,149.81837,-33.67289,149.05742,-33.95932,151.02603,-35.24998,148.59281,-35.54176,150.59773
LT05_L1TP_090084_19980916_20161222_01_T1,LT50900841998259ASA00,1998/09/16,T1,2016/12/22, 090, 084,-34.6072,149.82122,-33.66989,149.06029,-33.95631,151.02884,-35.24699,148.59571,-35.53876,150.60056
LT05_L1TP_090084_19981002_20161222_01_T1,LT50900841998275ASA00,1998/10/02,T1,2016/12/22, 090, 084,-34.61161,149.83316,-33.6743,149.0722,-33.96073,151.04085,-35.25139,148.60758,-35.54318,150.61253
LT05_L1GS_090084_19981018_20161222_01_T2,LT50900841998291ASA00,1998/10/18,T2,2016/12/22, 090, 084,-34.61536,149.85615,-33.67804,149.09516,-33.96449,151.06389,-35.25513,148.63051,-35.54693,150.63555
LT05_L1TP_090084_19981103_20161222_01_T1,LT50900841998307ASA00,1998/11/03,T1,2016/12/22, 090, 084,-34.62019,149.85275,-33.68287,149.09173,-33.96933,151.06057,-35.25995,148.62703,-35.55177,150.63219
LT05_L1TP_090084_19981119_20161220_01_T1,LT50900841998323ASA00,1998/11/19,T1,2016/12/20, 090, 084,-34.61032,149.83252,-33.67301,149.07157,-33.95944,151.04019,-35.2501,148.60696,-35.54188,150.61188
LT05_L1TP_090084_19981205_20161220_01_T1,LT50900841998339ASA00,1998/12/05,T1,2016/12/20, 090, 084,-34.61559,149.85887,-33.67827,149.09788,-33.96472,151.06662,-35.25536,148.63323,-35.54716,150.63827
